results_studies_id,results_id,results_position,results_queries_id,results_url,results_main,results_se,hash
53,687552,27,3621,"Migranten Bad Kissingen","https://www.psychosozialer-beratungswegweiser.de/einrichtungen/category/6-migration.html",https://www.psychosozialer-beratungswegweiser.de/,Google
53,687553,28,3621,"Migranten Bad Kissingen","http://cms.integreat-app.de/lkbadkissingen/wp-content/uploads/sites/143/2018/08/2017_05_07_flyer_baf.pdf",http://cms.integreat-app.de/,Google
53,687554,29,3621,"Migranten Bad Kissingen","https://abfall-scout.de/privat-mehrsprachige-abfalltrennhilfe",https://abfall-scout.de/,Google
53,687555,30,3621,"Migranten Bad Kissingen","https://www.infranken.de/lk/bad-kissingen/nur_saalezeitung/landkreis-bad-kissingen-arzt-soll-abgeschoben-werden-art-5183033",https://www.infranken.de/,Google
53,687556,31,3621,"Migranten Bad Kissingen","https://www.focus.de/regional/bayern/migration-bad-kissingen-testet-telemedizin-fuer-fluechtlinge_id_5451065.html",https://www.focus.de/,Google
53,687557,32,3621,"Migranten Bad Kissingen","https://www.dstgb.de/themen/asyl-und-fluechtlinge/integration/publikation-interkulturelle-oeffnung-und-willkommenskultur-in-strukturschwachen-laendlichen-regionen-pdf-4-mb/",https://www.dstgb.de/,Google
53,687558,33,3621,"Migranten Bad Kissingen","https://www.gsp-sipo.de/organisation/landesbereich-vi/bad-kissingen",https://www.gsp-sipo.de/,Google
53,687559,34,3621,"Migranten Bad Kissingen","https://www.diakonie-schweinfurt.de/",https://www.diakonie-schweinfurt.de/,Google
53,687560,35,3621,"Migranten Bad Kissingen","https://www.hdbg.eu/wiederaufbau/orte/detail/bad-kissingen/67",https://www.hdbg.eu/,Google
53,687561,36,3621,"Migranten Bad Kissingen","https://www.malteser-unterfranken.de/unsere-standorte/bad-kissingen.html",https://www.malteser-unterfranken.de/,Google
53,687562,37,3621,"Migranten Bad Kissingen","https://mgh-badkissingen.de/index.php/das-mgh",https://mgh-badkissingen.de/,Google
53,687563,38,3621,"Migranten Bad Kissingen","https://www.solwodi.de/seite/353242/bad-kissingen.html",https://www.solwodi.de/,Google
53,687564,39,3621,"Migranten Bad Kissingen","https://www.freistaat.bayern/dokumente/leistung/766310119500?plz=97688&behoerde=09442395442&gemeinde=756084235579",https://www.freistaat.bayern/,Google
53,687565,40,3621,"Migranten Bad Kissingen","https://www.caritas-leipzig.de/adressen/caritasverband-f.-d.-landkreis-bad-kissingen-e.-v/81971/",https://www.caritas-leipzig.de/,Google
53,687566,41,3621,"Migranten Bad Kissingen","https://www.demografie-portal.de/DE/Gute-Praxis/bildungsportal-landkreis-bad-kissingen.html",https://www.demografie-portal.de/,Google
53,687567,42,3621,"Migranten Bad Kissingen","https://bsi-schweinfurt.de/berufliche-orientierung-und-weiterbildungen/",https://bsi-schweinfurt.de/,Google
